,DDM_smb,DDM_total_melt,Q_Total,Qobs,Q_COSIPY,COSIPY_smb,COSIPY_melt
2018-11-07,0.007,0.0,0.227,0.0,0.0,0.201,0.0
2018-11-08,7.066,0.0,0.218,0.0,0.0,7.03,0.0
2018-11-09,0.832,0.0,0.209,0.0,0.0,0.818,0.0
2018-11-10,0.014,0.0,0.201,0.0,0.0,0.024,0.003
2018-11-11,0.008,0.0,0.193,0.0,0.0,0.005,0.0
2018-11-12,0.008,0.0,0.185,0.0,0.0,0.002,0.003
2018-11-13,0.211,0.0,0.178,0.0,0.0,0.091,0.0
2018-11-14,0.007,0.0,0.171,0.0,0.0,0.009,0.0
2018-11-15,0.0,0.0,0.164,0.0,0.0,0.0,0.0
2018-11-16,0.0,0.0,0.157,0.0,0.0,0.0,0.0
2018-11-17,0.0,0.0,0.151,0.0,0.0,0.0,0.0
2018-11-18,0.01,0.0,0.145,0.0,0.0,-0.001,0.003
2018-11-19,0.174,0.0,0.139,0.0,0.0,-0.002,0.003
2018-11-20,0.032,0.0,0.134,0.0,0.0,-0.013,0.026
2018-11-21,0.146,0.0,0.128,0.0,0.0,0.072,0.003
2018-11-22,0.0,0.0,0.123,0.0,0.0,0.011,0.0
2018-11-23,0.471,0.0,0.118,0.0,0.0,0.357,0.0
2018-11-24,0.0,0.0,0.114,0.0,0.0,0.021,0.0
2018-11-25,0.012,0.0,0.109,0.0,0.0,-0.005,0.0
2018-11-26,0.0,0.0,0.105,0.0,0.0,-0.0,0.0
2018-11-27,0.087,0.0,0.1,0.0,0.0,0.0,0.0
2018-11-28,0.134,0.0,0.096,0.0,0.0,0.0,0.0
2018-11-29,0.103,0.0,0.093,0.0,0.0,-0.044,0.064
2018-11-30,0.009,0.0,0.089,0.0,0.0,0.087,0.011
2018-12-01,2.135,0.0,0.085,0.0,0.0,2.173,0.014
2018-12-02,0.4,0.0,0.082,0.0,0.0,0.064,0.0
2018-12-03,0.016,0.0,0.079,0.0,0.0,0.0,0.0
2018-12-04,0.376,0.0,0.075,0.0,0.0,-0.003,0.002
2018-12-05,0.031,0.0,0.072,0.0,0.0,0.01,0.0
2018-12-06,0.0,0.0,0.07,0.0,0.0,-0.0,0.0
2018-12-07,0.015,0.0,0.067,0.0,0.0,0.005,0.0
2018-12-08,0.0,0.0,0.064,0.0,0.0,-0.0,0.0
2018-12-09,0.0,0.0,0.062,0.0,0.0,-0.0,0.0
2018-12-10,0.001,0.0,0.059,0.0,0.0,-0.0,0.0
2018-12-11,0.02,0.0,0.057,0.0,0.0,0.0,0.0
2018-12-12,0.005,0.0,0.054,0.0,0.0,0.003,0.0
2018-12-13,0.133,0.0,0.052,0.0,0.0,0.01,0.0
2018-12-14,0.059,0.0,0.05,0.0,0.0,0.046,0.0
2018-12-15,0.005,0.0,0.048,0.0,0.0,0.001,0.018
2018-12-16,0.028,0.0,0.046,0.0,0.0,0.001,0.0
2018-12-17,0.422,0.0,0.044,0.0,0.0,0.338,0.0
2018-12-18,0.078,0.0,0.043,0.0,0.0,0.0,0.0
2018-12-19,0.011,0.0,0.041,0.0,0.0,-0.0,0.0
2018-12-20,0.029,0.0,0.039,0.0,0.0,-0.0,0.0
2018-12-21,0.036,0.0,0.038,0.0,0.0,0.004,0.003
2018-12-22,0.008,0.0,0.036,0.0,0.0,-0.006,0.0
2018-12-23,0.0,0.0,0.035,0.0,0.0,-0.0,0.0
2018-12-24,0.029,0.0,0.033,0.0,0.0,-0.002,0.002
2018-12-25,0.027,0.0,0.032,0.0,0.0,-0.0,0.006
2018-12-26,0.043,0.0,0.031,0.0,0.0,-0.045,0.06
2018-12-27,0.055,0.0,0.03,0.0,0.0,-0.007,0.01
2018-12-28,0.052,0.0,0.028,0.0,0.0,0.018,0.015
2018-12-29,0.023,0.0,0.027,0.0,0.0,0.004,0.003
2018-12-30,0.008,0.0,0.026,0.0,0.0,-0.0,0.0
2018-12-31,0.217,0.0,0.025,0.0,0.0,0.039,0.0
