,T2,RRR,PE,HBV_snowpack,HBV_soil_moisture,HBV_AET,HBV_upper_gw,HBV_lower_gw,Q_HBV,DDM_smb,DDM_accumulation_rate,DDM_ice_melt_rate,DDM_snow_melt_rate,DDM_total_melt,Q_DDM,Qobs,Q_Total
2011-04-10,-8.733,0.0,0.0,89.387,165.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-11,-6.599,0.009,0.0,89.393,165.44,0.0,0.0,0.0,0.0,0.009,0.009,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-12,-5.222,1.804,0.0,90.656,165.44,0.0,0.0,0.0,0.0,1.804,1.804,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-13,-6.623,0.002,0.0,90.658,165.44,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-14,-4.612,0.002,0.047,90.659,165.396,0.044,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-15,-3.738,0.018,0.181,90.672,165.224,0.171,0.0,0.0,0.0,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-16,-2.813,0.0,0.348,90.672,164.895,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-17,-2.17,0.0,0.503,90.672,164.422,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-18,-3.108,0.077,0.313,90.726,164.127,0.294,0.0,0.0,0.0,0.077,0.077,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-19,-4.23,1.835,0.128,92.011,164.007,0.12,0.0,0.0,0.0,1.835,1.835,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-20,-4.215,0.401,0.122,92.292,163.893,0.114,0.0,0.0,0.0,0.401,0.401,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-21,-3.883,2.353,0.166,93.938,163.738,0.155,0.0,0.0,0.0,2.353,2.353,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-22,-4.406,0.326,0.076,94.166,163.667,0.071,0.0,0.0,0.0,0.326,0.326,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-23,-4.099,0.003,0.123,94.168,163.552,0.115,0.0,0.0,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-24,-2.145,0.247,0.47,94.341,163.112,0.44,0.0,0.0,0.0,0.247,0.247,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-25,0.023,0.477,0.926,94.226,162.415,0.864,0.0,0.299,0.001,0.477,0.477,0.0,0.0,0.0,0.0,0.0,0.001
2011-04-26,1.059,0.741,1.138,88.931,161.617,1.057,0.0,0.749,0.005,-2.217,0.395,0.0,2.612,2.612,2.612,0.0,2.617
2011-04-27,0.422,0.778,0.969,86.822,160.996,0.896,0.0,1.202,0.016,-0.165,0.663,0.0,0.828,0.828,0.828,0.0,0.844
2011-04-28,-2.517,2.888,0.335,89.473,160.687,0.308,0.0,1.154,0.032,2.888,2.888,0.0,0.0,0.0,0.0,0.0,0.032
2011-04-29,-2.807,0.912,0.308,90.813,160.404,0.283,0.0,1.108,0.046,0.912,0.912,0.0,0.0,0.0,0.0,0.0,0.046
2011-04-30,-3.071,14.042,0.262,101.411,160.164,0.24,0.0,1.064,0.051,14.042,14.042,0.0,0.0,0.0,0.0,0.0,0.051
2011-05-01,-5.132,7.116,0.0,107.675,160.164,0.0,0.0,1.021,0.049,7.116,7.116,0.0,0.0,0.0,0.0,0.0,0.049
2011-05-02,-6.032,0.084,0.0,109.242,160.164,0.0,0.0,0.98,0.045,0.084,0.084,0.0,0.0,0.0,0.0,0.0,0.045
2011-05-03,-2.552,0.0,0.316,109.88,159.875,0.289,0.0,0.941,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041
2011-05-04,-1.224,0.028,0.557,110.205,159.366,0.509,0.0,0.903,0.039,0.028,0.028,0.0,0.0,0.0,0.0,0.0,0.039
2011-05-05,-0.989,0.66,0.601,110.915,158.819,0.547,0.0,0.867,0.038,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.038
2011-05-06,-0.273,2.028,0.774,112.402,158.117,0.702,0.0,0.833,0.037,2.028,2.028,0.0,0.0,0.0,0.0,0.0,0.037
2011-05-07,-1.591,0.181,0.506,112.927,157.66,0.458,0.0,0.799,0.036,0.181,0.181,0.0,0.0,0.0,0.0,0.0,0.036
2011-05-08,-2.899,3.352,0.286,115.998,157.402,0.257,0.0,0.767,0.034,3.352,3.352,0.0,0.0,0.0,0.0,0.0,0.034
2011-05-09,-4.322,2.043,0.071,117.675,157.338,0.064,0.0,0.737,0.033,2.043,2.043,0.0,0.0,0.0,0.0,0.0,0.033
2011-05-10,-4.556,0.784,0.039,118.223,157.303,0.035,0.0,0.707,0.032,0.784,0.784,0.0,0.0,0.0,0.0,0.0,0.032
2011-05-11,-3.273,2.635,0.18,120.068,157.142,0.162,0.0,0.679,0.03,2.635,2.635,0.0,0.0,0.0,0.0,0.0,0.03
2011-05-12,-1.783,0.505,0.434,120.421,156.752,0.39,0.0,0.652,0.029,0.505,0.505,0.0,0.0,0.0,0.0,0.0,0.029
2011-05-13,-2.245,5.973,0.353,124.603,156.436,0.316,0.0,0.626,0.028,5.973,5.973,0.0,0.0,0.0,0.0,0.0,0.028
2011-05-14,-0.915,0.181,0.563,124.729,155.933,0.503,0.0,0.601,0.027,0.181,0.181,0.0,0.0,0.0,0.0,0.0,0.027
2011-05-15,0.451,1.426,0.842,122.477,155.716,0.753,0.0,1.43,0.028,0.286,1.194,0.0,0.909,0.909,0.909,0.0,0.937
